method,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_skeleton,pixel_recall_on_skeleton,pixel_f1_on_skeleton,pixel_iou_on_skeleton,pixel_accuracy_on_skeleton,tp,fp,fn,tn,precision_from_matrix,recall_from_matrix,f1_from_matrix,accuracy_from_matrix,iou_from_matrix,raw_stroke_pixels,skeleton_stroke_pixels,graph_node_clusters,traced_paths,classified_line_pixels,classified_endpoint_pixels,classified_corner_pixels,classified_t_junction_pixels,classified_x_junction_pixels,internal_skeletonization_applied
baseline_on_shared_skeleton,70,9,9,0,0.8012933320796128,0.9357991223233156,0.984251968503937,0.3333333333333333,1.0,6,2,0.9570552147219692,0.9590163934406578,0.9580347999074559,0.9194499017663665,0.997497558593689,15875,20,21,468,0.9987417426863165,0.9986789129340086,0.9987103263219936,0.997497558593689,0.9974239758732724,939,488,20,17,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,70,9,9,0,0.8012933320796128,0.9357991223233156,0.984251968503937,0.3333333333333333,1.0,6,2,0.9591002044970162,0.9610655737685224,0.9600818828143094,0.9232283464548755,0.997619628906189,15876,19,20,469,0.9988046555519975,0.99874182184191,0.9987732372087226,0.997619628906189,0.9975494816210495,939,488,20,17,447.0,14.0,1.0,16.0,10.0,False
baseline_on_shared_skeleton,71,19,31,12,0.5973284852752988,0.7060901386220906,0.8719758064516129,0.175609756097561,0.6129032258064516,21,41,0.6428571428563373,0.570634037819165,0.604596345994871,0.4332770270266611,0.9590454101561915,15200,386,285,513,0.9752341845245107,0.9815950920244765,0.9784042993293651,0.9590454101561915,0.9577216306470319,2530,899,42,43,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,71,19,26,7,0.6535311377071357,0.7059675498353589,0.8971774193548387,0.3333333333333333,0.7307692307692308,21,20,0.7206572769944594,0.6829810900993515,0.7013135346223461,0.5400175901490413,0.9680786132811909,15247,285,238,614,0.9816507854750849,0.9846302873748153,0.9831382785082234,0.9680786132811909,0.9668357641090065,2530,899,47,48,683.0,29.0,8.0,113.0,66.0,False
baseline_on_shared_skeleton,72,3,3,0,0.9521133645194316,0.9052199258081611,0.9738219895287958,1.0,1.0,1,1,0.8749999999947917,0.8698224852019538,0.8724035603256874,0.7736842105222438,0.997375488281189,16194,22,21,147,0.9986433152441416,0.9987049028676535,0.9986741076063798,0.997375488281189,0.9973517275358134,422,169,7,5,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,72,3,3,0,0.9521133645194316,0.9052199258081611,0.9738219895287958,1.0,1.0,1,1,0.8690476190424462,0.8639053254386752,0.8664688422248326,0.7643979057551603,0.9972534179686892,16193,23,22,146,0.9985816477552418,0.99864323157564,0.9986124382159818,0.9972534179686892,0.9972287227490456,422,169,7,5,156.0,6.0,0.0,5.0,2.0,False
baseline_on_shared_skeleton,73,14,14,0,0.7587086730473827,0.7715628815628814,0.9741935483870968,0.4666666666666667,1.0,9,7,0.9110378912670329,0.9006514657965787,0.9058149053134384,0.8278443113760062,0.9929809570311894,15716,61,54,553,0.9961336122202575,0.9965757767913128,0.9963546449495834,0.9929809570311894,0.9927357715873291,1116,614,30,25,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,73,14,14,0,0.8791026822639725,0.9272771672771672,0.9758064516129032,0.6666666666666666,1.0,9,6,0.9999999999983606,0.9934853420179259,0.9967320256421675,0.9934853420179259,0.9997558593749389,15770,4,0,610,0.9997464181563966,0.9999999999999366,0.9998731925001902,0.9997558593749389,0.9997464181563966,1116,614,31,26,549.0,24.0,1.0,8.0,32.0,False
baseline_on_shared_skeleton,74,6,7,1,0.7621130660271594,0.7896437044719579,0.9802955665024631,0.5,0.8571428571428572,2,1,0.8737113402039337,0.8453865336637273,0.8593155888515697,0.7533333333316593,0.9932250976561894,15934,62,49,339,0.9961240310076896,0.9969342426327349,0.9965289716379032,0.9932250976561894,0.993081956995887,919,401,24,21,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,74,6,7,1,0.7621130660271594,0.7896437044719579,0.9802955665024631,0.5,0.8571428571428572,2,1,0.8737113402039337,0.8453865336637273,0.8593155888515697,0.7533333333316593,0.9932250976561894,15934,62,49,339,0.9961240310076896,0.9969342426327349,0.9965289716379032,0.9932250976561894,0.993081956995887,919,401,24,21,327.0,10.0,2.0,56.0,6.0,False
baseline_on_shared_skeleton,75,10,13,3,0.6871194079886298,0.8421446662984924,0.9617117117117118,0.15555555555555556,0.7692307692307692,4,9,0.9395348837187453,0.9244851258560081,0.9319492497862334,0.8725701943825647,0.9963989257811892,15921,33,26,404,0.9979315532154319,0.9983695992976109,0.9981505276965456,0.9963989257811892,0.9963078848560077,1163,437,21,16,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,75,10,13,3,0.6755578464270682,0.8421446662984924,0.9594594594594594,0.1111111111111111,0.7692307692307692,4,9,0.9395348837187453,0.9244851258560081,0.9319492497862334,0.8725701943825647,0.9963989257811892,15921,33,26,404,0.9979315532154319,0.9983695992976109,0.9981505276965456,0.9963989257811892,0.9963078848560077,1163,437,21,16,390.0,16.0,3.0,18.0,10.0,False
baseline_on_shared_skeleton,76,6,6,0,0.9926003344481605,0.985042735042735,0.9966555183946488,1.0,1.0,0,0,0.9999999999965399,0.9999999999965399,0.9999999994965398,0.9999999999965399,0.9999999999999389,16095,0,0,289,0.9999999999999378,0.9999999999999378,0.9999999994999378,0.9999999999999389,0.9999999999999378,404,289,12,6,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,76,6,6,0,0.9926003344481605,0.985042735042735,0.9966555183946488,1.0,1.0,0,0,0.9999999999965399,0.9999999999965399,0.9999999994965398,0.9999999999965399,0.9999999999999389,16095,0,0,289,0.9999999999999378,0.9999999999999378,0.9999999994999378,0.9999999999999389,0.9999999999999378,404,289,12,6,277.0,12.0,0.0,0.0,0.0,False
baseline_on_shared_skeleton,77,13,14,1,0.6925490499798309,0.7463430027465596,0.8941877794336811,0.34,0.9285714285714286,10,6,0.9090909090893498,0.895270270268758,0.9021276590729619,0.8217054263553152,0.9929809570311894,15739,62,53,530,0.9960761977089427,0.9966438703140199,0.9963599526541167,0.9929809570311894,0.9927463100794126,1411,592,31,29,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,77,13,12,1,0.7148087100535626,0.7623718592729889,0.8971684053651267,0.4,0.9230769230769231,10,5,0.9280821917792328,0.915540540538994,0.9217687069814487,0.8548895899040144,0.9943847656249393,15750,50,42,542,0.9968354430379116,0.9973404255318518,0.99708786984686,0.9943847656249393,0.9941926524428106,1411,592,31,29,509.0,17.0,2.0,41.0,23.0,False
baseline_on_shared_skeleton,78,3,3,0,0.9441101694915254,0.8833333333333333,0.9830508474576272,1.0,1.0,0,0,0.9999999999915966,0.9999999999915966,0.9999999994915967,0.9999999999915966,0.9999999999999389,16265,0,0,119,0.9999999999999385,0.9999999999999385,0.9999999994999385,0.9999999999999389,0.9999999999999385,151,119,6,3,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,78,3,3,0,0.9441101694915254,0.8833333333333333,0.9830508474576272,1.0,1.0,0,0,0.9999999999915966,0.9999999999915966,0.9999999994915967,0.9999999999915966,0.9999999999999389,16265,0,0,119,0.9999999999999385,0.9999999999999385,0.9999999994999385,0.9999999999999389,0.9999999999999385,151,119,6,3,113.0,6.0,0.0,0.0,0.0,False
baseline_on_shared_skeleton,79,5,5,0,0.9920200760275599,0.9859098228663445,0.9918032786885246,1.0,1.0,0,0,0.9999999999957627,0.9999999999957627,0.9999999994957627,0.9999999999957627,0.9999999999999389,16148,0,0,236,0.999999999999938,0.999999999999938,0.999999999499938,0.9999999999999389,0.999999999999938,386,236,10,5,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,79,5,5,0,0.9920200760275599,0.9859098228663445,0.9918032786885246,1.0,1.0,0,0,0.9999999999957627,0.9999999999957627,0.9999999994957627,0.9999999999957627,0.9999999999999389,16148,0,0,236,0.999999999999938,0.999999999999938,0.999999999499938,0.9999999999999389,0.999999999999938,386,236,10,5,226.0,10.0,0.0,0.0,0.0,False
